 ;Label;lumMean;lumSD;area;maxPower;maxFreq;propPower;sumPower;meanPower;powerSD;Mean;SD;File
1; _1459-2408;140.746;49.586;1856952.0;7.824;64.0;0.081;96.902;5.7;1.969;140.746;49.586;EL75355V
1; _1429-2521;118.815;69.804;1772651.0;11.351;90.51;0.089;127.774;7.516;2.955;118.815;69.804;EL75356D
1; _1523-2463;134.735;56.088;1757748.0;8.982;64.0;0.084;106.522;6.266;2.294;134.735;56.088;EL75356V
1; _1449-2593;100.622;57.43;1822664.0;10.988;64.0;0.093;118.304;6.959;2.454;100.622;57.43;EL75357D
1; _1649-2774;125.065;48.086;1794972.0;8.709;64.0;0.087;99.653;5.862;1.903;125.065;48.086;EL75357V
1; _1289-2460;68.639;54.324;2040627.0;11.926;64.0;0.095;125.811;7.401;2.884;68.639;54.324;EL75358D
1; _1465-2472;100.675;43.728;2077040.0;8.984;64.0;0.087;103.564;6.092;1.93;100.675;43.728;EL75358V
1; _1299-2314;74.376;49.777;1988308.0;10.894;90.51;0.092;118.622;6.978;2.608;74.376;49.777;EL75359D
1; _1459-2290;103.621;39.752;1922290.0;8.288;64.0;0.083;99.506;5.853;1.763;103.621;39.752;EL75359V
1; _1570-2251;93.671;72.637;1989750.0;11.506;32.0;0.082;140.007;8.236;2.962;93.671;72.637;EL75360D
1; _1446-2424;120.515;56.671;1959879.0;9.466;22.627;0.084;112.098;6.594;2.158;120.515;56.671;EL75360V
1; _1674-2534;95.107;76.843;1914337.0;13.305;22.627;0.091;145.48;8.558;3.065;95.107;76.843;EL75361D
1; _1855-2533;117.447;63.05;1917020.0;11.295;22.627;0.094;119.872;7.051;2.635;117.447;63.05;EL75361V
1; _1523-2569;101.744;59.82;1857061.0;10.923;22.627;0.09;121.927;7.172;2.251;101.744;59.82;EL75362D
1; _1681-2695;127.604;50.39;1840323.0;9.141;22.627;0.09;101.773;5.987;1.98;127.604;50.39;EL75362V
1; _1760-2321;118.617;61.842;1855288.0;10.911;22.627;0.092;118.618;6.978;2.36;118.617;61.842;EL75363D
1; _1691-2458;138.349;49.827;1844319.0;8.841;22.627;0.091;96.723;5.69;1.863;138.349;49.827;EL75363V
1; _1785-2376;91.815;41.128;1355904.0;7.796;45.255;0.075;103.33;6.078;1.389;91.815;41.128;EL75364D
1; _1710-2423;124.243;45.457;1364086.0;8.322;22.627;0.087;96.097;5.653;1.601;124.243;45.457;EL75364V
1; _1621-2381;95.105;41.912;1408617.0;7.428;45.255;0.073;101.416;5.966;1.284;95.105;41.912;EL75365D
1; _1676-2372;128.695;43.595;1406174.0;7.596;16.0;0.082;92.279;5.428;1.353;128.695;43.595;EL75365V
1; _1602-2289;104.326;42.909;1788614.0;7.562;64.0;0.078;97.481;5.734;1.26;104.326;42.909;EL75366D
1; _1613-2437;133.917;44.252;1743102.0;7.605;22.627;0.084;90.713;5.336;1.487;133.917;44.252;EL75366V
1; _1440-2564;126.525;37.913;1340929.0;6.768;45.255;0.079;85.907;5.053;1.179;126.525;37.913;EL75367D
1; _1714-2474;147.925;39.389;1356663.0;6.768;22.627;0.084;80.388;4.729;1.331;147.925;39.389;EL75367V
1; _1518-2394;86.416;64.58;1684135.0;11.006;90.51;0.083;132.104;7.771;2.76;86.416;64.58;EL75368D
1; _1746-2501;104.156;58.399;1693279.0;10.055;32.0;0.084;119.928;7.055;2.457;104.156;58.399;EL75368V
1; _1446-2391;89.599;67.022;1726625.0;11.417;64.0;0.085;133.814;7.871;2.887;89.599;67.022;EL75369D
1; _1644-2390;106.546;59.425;1747854.0;10.203;64.0;0.085;119.714;7.042;2.613;106.546;59.425;EL75369V
1; _1648-2445;83.9;65.629;2054018.0;11.143;90.51;0.083;134.109;7.889;2.619;83.9;65.629;EL75370D
1; _1592-2528;97.291;58.543;2028653.0;10.085;64.0;0.083;122.186;7.187;2.448;97.291;58.543;EL75370V
1; _1529-2387;90.213;67.889;1662233.0;11.296;32.0;0.084;134.762;7.927;2.887;90.213;67.889;EL75371D
1; _1656-2473;107.179;61.404;1655705.0;10.472;45.255;0.086;122.409;7.201;2.663;107.179;61.404;EL75371V
1; _1559-2619;107.496;78.234;2096592.0;13.333;16.0;0.093;144.028;8.472;3.048;107.496;78.234;EL75372D
1; _1667-2406;134.968;69.424;2076176.0;12.53;16.0;0.103;122.114;7.183;3.001;134.968;69.424;EL75372V
1; _1320-2366;102.733;75.526;2247798.0;13.459;22.627;0.095;141.583;8.328;2.914;102.733;75.526;EL75373D
1; _1604-2562;130.825;65.622;2226666.0;12.336;22.627;0.105;117.449;6.909;2.842;130.825;65.622;EL75373V
1; _1367-2456;138.784;65.787;2369752.0;12.497;22.627;0.109;114.896;6.759;2.89;138.784;65.787;EL75374D
1; _1428-2481;152.021;60.724;2366539.0;11.415;22.627;0.109;104.396;6.141;2.676;152.021;60.724;EL75374V
1; _1740-2464;130.46;69.639;2583116.0;13.25;22.627;0.108;122.308;7.195;3.072;130.46;69.639;EL75375D
1; _1546-2484;141.431;65.738;2587413.0;12.416;22.627;0.11;112.762;6.633;2.951;141.431;65.738;EL75375V
1; _1633-2325;110.322;68.535;1548091.0;11.904;16.0;0.091;131.293;7.723;2.528;110.322;68.535;EL75376D
1; _1821-2398;135.63;43.493;1529426.0;7.847;16.0;0.085;92.8;5.459;1.718;135.63;43.493;EL75376V
1; _1471-2266;107.867;63.319;1645334.0;11.404;16.0;0.091;125.269;7.369;2.414;107.867;63.319;EL75377D
1; _1470-2657;130.948;49.611;1623150.0;8.642;16.0;0.085;101.619;5.978;1.987;130.948;49.611;EL75377V
1; _1577-2357;116.508;62.842;1179157.0;10.087;128.0;0.083;121.701;7.159;2.369;116.508;62.842;EL75378D
1; _1749-2289;130.473;54.113;1153564.0;8.767;90.51;0.083;105.871;6.228;2.12;130.473;54.113;EL75378V
1; _1299-2392;96.705;62.237;1687204.0;10.33;22.627;0.08;129.093;7.594;2.44;96.705;62.237;EL75379D
1; _1592-2253;118.575;51.274;1641924.0;8.615;22.627;0.08;108.23;6.366;2.118;118.575;51.274;EL75379V
1; _1364-2441;96.561;75.921;1999271.0;12.477;16.0;0.087;143.673;8.451;2.488;96.561;75.921;EL75380D
1; _1201-2437;129.717;51.666;1980093.0;8.45;16.0;0.083;102.299;6.018;1.779;129.717;51.666;EL75380V
1; _1366-2440;101.426;73.437;1816611.0;11.652;16.0;0.084;138.77;8.163;2.395;101.426;73.437;EL75381D
1; _1312-2376;134.242;52.546;1827737.0;8.204;16.0;0.08;102.176;6.01;1.744;134.242;52.546;EL75381V
1; _1207-2572;75.615;51.751;2086998.0;9.659;22.627;0.079;122.663;7.215;1.965;75.615;51.751;EL75382D
1; _1477-2533;89.804;46.243;2059170.0;8.793;22.627;0.08;110.302;6.488;1.804;89.804;46.243;EL75382V
1; _1433-2499;71.726;55.03;2007926.0;10.349;22.627;0.082;125.464;7.38;1.792;71.726;55.03;EL75383D
1; _1355-2544;90.546;49.511;1994421.0;9.811;22.627;0.088;111.881;6.581;1.882;90.546;49.511;EL75383V
1; _1392-2558;109.36;77.034;2240827.0;12.7;16.0;0.089;142.495;8.382;2.922;109.36;77.034;EL75384D
1; _1321-2474;135.849;51.507;2181625.0;8.83;16.0;0.087;101.445;5.967;2.029;135.849;51.507;EL75384V
1; _1464-2497;117.193;70.884;2213207.0;11.84;16.0;0.09;131.111;7.712;2.796;117.193;70.884;EL75385D
1; _1269-2529;129.031;59.537;2187019.0;9.993;16.0;0.088;113.458;6.674;2.354;129.031;59.537;EL75385V
1; _1232-2692;101.389;60.953;3058059.0;11.336;22.627;0.091;124.137;7.302;2.371;101.389;60.953;EL75386D
1; _1254-2683;128.373;46.727;3041316.0;8.807;22.627;0.091;97.223;5.719;1.82;128.373;46.727;EL75386V
1; _1259-2567;101.297;48.759;2723840.0;9.387;22.627;0.086;109.727;6.455;1.846;101.297;48.759;EL75387D
1; _1388-2548;129.334;40.997;2673080.0;7.817;16.0;0.087;89.96;5.292;1.574;129.334;40.997;EL75387V
1; _1397-2267;163.948;70.419;1145917.0;11.253;32.0;0.102;110.601;6.506;3.212;163.948;70.419;EL75388D
1; _1395-2448;159.271;68.528;1150669.0;11.665;32.0;0.106;109.977;6.469;3.274;159.271;68.528;EL75388V
1; _1672-2429;168.41;70.208;1569315.0;10.773;32.0;0.098;110.098;6.476;3.026;168.41;70.208;EL75389D
1; _1731-2372;161.049;70.436;1535958.0;11.464;32.0;0.101;113.026;6.649;3.215;161.049;70.436;EL75389V
1; _1607-2345;145.947;66.101;1555348.0;11.0;32.0;0.099;111.409;6.553;3.052;145.947;66.101;EL75390D
1; _1662-2326;142.183;69.26;1542997.0;12.078;32.0;0.103;117.185;6.893;3.214;142.183;69.26;EL75390V
1; _1445-2300;163.961;64.387;1509456.0;10.268;32.0;0.099;103.818;6.107;2.868;163.961;64.387;EL75391D
1; _1513-2246;155.132;67.36;1508462.0;11.52;32.0;0.103;111.475;6.557;3.09;155.132;67.36;EL75391V
1; _1293-2590;148.935;73.858;2200584.0;10.17;32.0;0.082;123.763;7.28;2.533;148.935;73.858;EL75392D
1; _1319-2306;147.654;66.676;2112599.0;10.695;22.627;0.093;115.3;6.782;2.723;147.654;66.676;EL75392V
1; _1351-2479;145.987;72.547;2501998.0;10.437;32.0;0.085;123.171;7.245;2.555;145.987;72.547;EL75393D
1; _1546-2334;150.431;61.407;2424040.0;10.139;32.0;0.094;107.647;6.332;2.514;150.431;61.407;EL75393V
1; _1650-2421;144.727;70.24;1276554.0;10.332;22.627;0.085;120.992;7.117;2.775;144.727;70.24;EL75394D
1; _1585-2332;157.812;47.036;1226099.0;8.053;22.627;0.092;87.555;5.15;2.041;157.812;47.036;EL75394V
1; _1474-2304;134.247;70.829;1228668.0;10.898;22.627;0.087;125.431;7.378;2.808;134.247;70.829;EL75395D
1; _1582-2410;149.301;48.853;1197337.0;8.727;22.627;0.094;93.139;5.479;2.086;149.301;48.853;EL75395V
1; _1464-2294;136.812;62.629;2209130.0;10.5;45.255;0.092;114.412;6.73;2.517;136.812;62.629;EL75396D
1; _1410-2615;128.058;72.42;2064083.0;11.035;64.0;0.087;126.689;7.452;2.731;128.058;72.42;EL75396V
1; _1531-2414;123.309;67.351;1049385.0;10.678;22.627;0.085;125.51;7.383;2.752;123.309;67.351;EL75397D
1; _1585-2342;148.559;49.759;1054445.0;8.63;16.0;0.09;95.812;5.636;2.056;148.559;49.759;EL75397V
1; _1474-2384;116.055;71.127;1373770.0;11.298;22.627;0.085;132.889;7.817;2.904;116.055;71.127;EL75398D
1; _1569-2465;145.191;46.574;1261169.0;8.338;16.0;0.091;91.805;5.4;1.9;145.191;46.574;EL75398V
1; _1569-2284;139.066;59.957;1178395.0;9.549;22.627;0.087;110.183;6.481;2.4;139.066;59.957;EL75399D
1; _1609-2326;155.994;45.164;1136674.0;7.842;16.0;0.091;86.377;5.081;1.829;155.994;45.164;EL75399V
1; _1295-2488;123.086;65.523;1733291.0;10.904;22.627;0.088;124.142;7.302;2.524;123.086;65.523;EL75400D
1; _1758-1973;0.143;1.286;403536.0;12.402;181.019;0.092;134.859;7.933;2.85;0.143;1.286;EL75400V
1; _1494-2386;135.754;67.058;1596433.0;9.663;22.627;0.082;117.303;6.9;2.412;135.754;67.058;EL75401D
1; _1479-2420;146.941;59.56;1571716.0;9.116;16.0;0.086;105.481;6.205;2.059;146.941;59.56;EL75401V
1; _1291-2586;147.785;58.412;1855091.0;8.71;22.627;0.085;102.838;6.049;2.119;147.785;58.412;EL75402D
1; _1503-2664;158.088;49.373;1806713.0;7.731;16.0;0.087;89.033;5.237;1.787;158.088;49.373;EL75402V
1; _1536-2256;163.096;58.087;1204430.0;8.041;16.0;0.082;98.397;5.788;2.088;163.096;58.087;EL75403D
1; _1636-2481;163.741;48.482;1194540.0;7.392;16.0;0.085;86.494;5.088;1.726;163.741;48.482;EL75403V
1; _1490-2580;168.46;58.158;1155630.0;7.871;16.0;0.081;97.133;5.714;2.047;168.46;58.158;EL75404D
1; _1519-2327;166.221;48.834;1147789.0;7.371;11.314;0.085;86.772;5.104;1.762;166.221;48.834;EL75404V
1; _1360-2681;161.606;59.969;1679698.0;9.009;16.0;0.089;101.428;5.966;2.332;161.606;59.969;EL75405D
1; _1560-2734;168.914;50.87;1681357.0;8.082;16.0;0.091;88.485;5.205;1.972;168.914;50.87;EL75405V
1; _1726-2456;168.881;55.663;1308747.0;8.116;16.0;0.087;92.854;5.462;2.039;168.881;55.663;EL75406D
1; _1511-2444;170.036;50.511;1292922.0;7.93;16.0;0.091;86.722;5.101;1.912;170.036;50.511;EL75406V
1; _1534-2148;163.018;54.026;836957.0;8.672;22.627;0.096;90.388;5.317;2.269;163.018;54.026;EL75407D
1; _1349-2347;173.171;47.163;839908.0;7.615;22.627;0.096;79.727;4.69;1.867;173.171;47.163;EL75407V
1; _1528-2502;167.835;55.137;846993.0;8.686;22.627;0.096;90.87;5.345;2.32;167.835;55.137;EL75408D
1; _1650-2360;174.912;49.116;891377.0;7.702;22.627;0.094;82.344;4.844;1.88;174.912;49.116;EL75408V
1; _1463-2229;134.905;63.496;856480.0;10.043;16.0;0.089;112.637;6.626;2.708;134.905;63.496;EL75409D
1; _1503-2443;158.484;52.738;869459.0;8.35;22.627;0.091;91.897;5.406;2.067;158.484;52.738;EL75409V
1; _1656-2229;132.988;60.87;863304.0;10.174;16.0;0.092;110.131;6.478;2.588;132.988;60.87;EL75410D
1; _1712-2218;156.448;53.107;879274.0;8.351;16.0;0.09;92.892;5.464;2.029;156.448;53.107;EL75410V
1; _1611-2315;166.341;50.794;767427.0;7.937;22.627;0.093;84.995;5.0;2.001;166.341;50.794;EL75411D
1; _1631-2356;175.33;46.133;778687.0;6.892;22.627;0.09;76.947;4.526;1.678;175.33;46.133;EL75411V
1; _1579-2317;165.84;55.201;763151.0;8.576;22.627;0.095;90.505;5.324;2.307;165.84;55.201;EL75412D
1; _1618-2365;169.928;52.623;768810.0;7.951;22.627;0.092;86.408;5.083;1.926;169.928;52.623;EL75412V
1; _1759-2245;143.348;64.658;596357.0;10.071;16.0;0.092;109.576;6.446;2.769;143.348;64.658;EL75413D
1; _1478-2237;159.096;52.901;606696.0;8.165;16.0;0.09;90.493;5.323;2.144;159.096;52.901;EL75413V
1; _1563-2234;143.406;60.155;706317.0;9.366;16.0;0.09;103.725;6.101;2.522;143.406;60.155;EL75414D
1; _1528-2403;161.157;49.993;704382.0;7.752;16.0;0.091;85.648;5.038;1.927;161.157;49.993;EL75414V
1; _1290-2255;154.683;56.489;722656.0;8.624;16.0;0.089;96.968;5.704;2.215;154.683;56.489;EL75415D
1; _1420-2109;167.528;50.041;715900.0;7.725;16.0;0.091;84.488;4.97;1.961;167.528;50.041;EL75415V
1; _1480-2308;154.476;63.646;708774.0;9.428;16.0;0.089;106.279;6.252;2.467;154.476;63.646;EL75416D
1; _1697-2577;168.976;52.968;707258.0;8.309;16.0;0.094;88.774;5.222;2.119;168.976;52.968;EL75416V
1; _1416-2319;137.388;62.433;861339.0;10.103;16.0;0.092;109.703;6.453;2.549;137.388;62.433;EL75417D
1; _1510-2510;159.199;55.032;904581.0;8.525;16.0;0.09;95.014;5.589;2.026;159.199;55.032;EL75417V
1; _1709-2236;147.022;62.07;770803.0;9.975;16.0;0.093;107.085;6.299;2.614;147.022;62.07;EL75418D
1; _1486-2414;163.104;53.089;781467.0;8.405;16.0;0.093;90.705;5.336;2.064;163.104;53.089;EL75418V
1; _1563-2287;132.568;61.397;688253.0;9.917;16.0;0.09;109.848;6.462;2.476;132.568;61.397;EL75419D
1; _1557-2386;158.591;51.254;715548.0;8.103;16.0;0.09;90.485;5.323;1.904;158.591;51.254;EL75419V
1; _1232-2091;148.567;57.503;763453.0;9.457;16.0;0.094;100.388;5.905;2.358;148.567;57.503;EL75420D
1; _1533-2271;168.123;49.367;779671.0;7.725;16.0;0.091;85.014;5.001;1.856;168.123;49.367;EL75420V
1; _1309-2072;171.855;53.913;673389.0;8.201;32.0;0.095;86.744;5.103;2.168;171.855;53.913;EL75421D
1; _1500-2311;180.732;46.32;678392.0;6.937;32.0;0.092;75.755;4.456;1.75;180.732;46.32;EL75421V
1; _1748-2243;171.95;55.636;616657.0;8.13;16.0;0.092;88.571;5.21;2.139;171.95;55.636;EL75422D
1; _1644-2140;182.104;43.295;630402.0;6.258;16.0;0.089;70.205;4.13;1.469;182.104;43.295;EL75422V
1; _1668-2455;133.606;55.753;1091267.0;8.548;22.627;0.083;103.587;6.093;1.843;133.606;55.753;EL75423D
1; _1701-2467;142.733;52.262;1096207.0;7.946;22.627;0.082;97.193;5.717;1.684;142.733;52.262;EL75423V
1; _1399-2660;103.735;64.081;1081416.0;10.381;22.627;0.083;125.406;7.377;2.262;103.735;64.081;EL75424D
1; _1673-2555;125.85;57.639;1103714.0;8.954;22.627;0.081;109.977;6.469;1.85;125.85;57.639;EL75424V
1; _1458-2523;106.505;56.489;713233.0;9.249;16.0;0.081;114.503;6.735;2.013;106.505;56.489;EL75425D
1; _1270-2211;124.702;53.015;742905.0;8.2;16.0;0.079;103.624;6.096;1.775;124.702;53.015;EL75425V
1; _1309-2255;108.942;62.229;770173.0;9.634;16.0;0.081;118.715;6.983;2.049;108.942;62.229;EL75426D
1; _1170-2637;127.531;57.128;782985.0;8.375;16.0;0.078;106.791;6.282;1.863;127.531;57.128;EL75426V
1; _1454-2463;109.89;64.114;580403.0;10.533;16.0;0.087;120.953;7.115;2.542;109.89;64.114;EL75427D
1; _1456-2670;138.828;54.985;616668.0;8.551;16.0;0.085;100.548;5.915;1.869;138.828;54.985;EL75427V
1; _1098-2535;125.265;59.632;669367.0;9.936;16.0;0.089;112.179;6.599;2.42;125.265;59.632;EL75428D
1; _1392-2492;149.607;49.236;691310.0;7.937;16.0;0.087;91.485;5.381;1.779;149.607;49.236;EL75428V
1; _1170-2674;124.114;67.229;925389.0;11.19;16.0;0.091;122.682;7.217;2.725;124.114;67.229;EL75429D
1; _1151-2646;144.707;56.227;940636.0;8.8;16.0;0.086;102.241;6.014;1.982;144.707;56.227;EL75429V
1; _1414-2561;112.913;66.4;1148726.0;10.789;22.627;0.086;125.477;7.381;2.37;112.913;66.4;EL75430D
1; _1304-2572;132.231;57.96;1152805.0;8.633;22.627;0.08;107.791;6.341;1.795;132.231;57.96;EL75430V
1; _1403-2354;77.59;46.872;2195319.0;8.852;181.019;0.076;115.949;6.821;1.257;77.59;46.872;EL75431D
1; _1456-2343;97.995;48.401;2144399.0;7.98;22.627;0.072;110.639;6.508;1.338;97.995;48.401;EL75431V
1; _1333-2466;83.821;44.297;1814486.0;8.464;128.0;0.076;111.222;6.542;1.209;83.821;44.297;EL75432D
1; _1424-2505;101.455;45.545;1790524.0;8.05;128.0;0.075;106.619;6.272;1.241;101.455;45.545;EL75432V
1; _1395-2243;94.87;46.109;1527948.0;7.939;128.0;0.072;110.563;6.504;1.353;94.87;46.109;EL75433D
1; _1397-2387;120.858;45.552;1537498.0;7.273;64.0;0.072;100.602;5.918;1.356;120.858;45.552;EL75433V
1; _1464-2284;86.348;46.189;1246432.0;8.526;16.0;0.072;117.917;6.936;1.441;86.348;46.189;EL75434D
1; _1524-2377;114.929;47.397;1243207.0;8.027;11.314;0.075;106.439;6.261;1.446;114.929;47.397;EL75434V
1; _1432-2312;85.178;48.284;1494556.0;8.9;22.627;0.075;119.331;7.019;1.576;85.178;48.284;EL75435D
1; _1423-2262;112.803;49.399;1461091.0;8.217;16.0;0.076;108.711;6.395;1.558;112.803;49.399;EL75435V
1; _1555-2205;179.939;49.584;1085100.0;7.189;22.627;0.087;83.1;4.888;1.95;179.939;49.584;EL75436D
1; _1427-2269;182.252;43.591;1092351.0;6.376;22.627;0.085;75.419;4.436;1.636;182.252;43.591;EL75436V
1; _1424-2123;185.902;46.824;1003173.0;6.695;22.627;0.086;77.472;4.557;1.88;185.902;46.824;EL75437D
1; _1517-2278;188.762;39.084;1018212.0;5.894;16.0;0.087;67.671;3.981;1.546;188.762;39.084;EL75437V
1; _1609-2122;123.075;51.569;819452.0;9.319;16.0;0.086;108.067;6.357;2.029;123.075;51.569;EL75438D
1; _1431-2206;144.357;49.01;829372.0;8.365;16.0;0.086;96.793;5.694;1.939;144.357;49.01;EL75438V
1; _1429-2167;122.339;48.388;984496.0;8.787;22.627;0.084;104.445;6.144;1.719;122.339;48.388;EL75439D
1; _1612-2401;141.465;45.139;981604.0;8.061;22.627;0.086;94.068;5.533;1.705;141.465;45.139;EL75439V
1; _1360-2492;156.308;58.269;1139592.0;8.946;45.255;0.094;95.175;5.599;2.102;156.308;58.269;EL75440D
1; _1410-2414;168.073;46.862;1152130.0;7.555;45.255;0.095;79.332;4.667;1.713;168.073;46.862;EL75440V
1; _1404-2525;154.861;57.961;1203301.0;8.278;32.0;0.084;98.433;5.79;1.763;154.861;57.961;EL75441D
1; _1377-2626;168.955;46.155;1229963.0;6.968;45.255;0.088;79.631;4.684;1.483;168.955;46.155;EL75441V
1; _1611-2709;138.254;59.567;1134677.0;9.324;45.255;0.091;102.343;6.02;2.014;138.254;59.567;EL75442D
1; _1715-2640;159.26;45.636;1169758.0;7.273;45.255;0.091;80.117;4.713;1.568;159.26;45.636;EL75442V
1; _1243-2344;146.448;56.452;1100185.0;7.975;45.255;0.082;97.648;5.744;1.716;146.448;56.452;EL75443D
1; _1451-2548;166.724;43.672;1103851.0;6.573;45.255;0.085;77.46;4.556;1.37;166.724;43.672;EL75443V
1; _1266-2383;162.087;48.418;661496.0;7.398;32.0;0.091;81.458;4.792;1.785;162.087;48.418;EL75444D
1; _1299-2470;170.741;38.589;687787.0;6.279;32.0;0.091;68.868;4.051;1.462;170.741;38.589;EL75444V
1; _1580-2433;163.363;52.485;634422.0;8.118;32.0;0.093;86.951;5.115;1.961;163.363;52.485;EL75445D
1; _1501-2667;172.704;42.719;633550.0;6.949;32.0;0.096;72.648;4.273;1.711;172.704;42.719;EL75445V
1; _1295-2222;143.039;49.422;748326.0;6.74;22.627;0.079;85.368;5.022;1.263;143.039;49.422;EL75446D
1; _1366-2350;160.881;38.548;754634.0;6.177;32.0;0.087;70.829;4.166;1.284;160.881;38.548;EL75446V
1; _1647-2363;146.7;52.577;607449.0;7.785;32.0;0.086;90.095;5.3;1.712;146.7;52.577;EL75447D
1; _1614-2399;159.106;44.227;631225.0;6.932;32.0;0.089;78.143;4.597;1.545;159.106;44.227;EL75447V
1; _1443-2532;125.096;56.816;997375.0;10.065;22.627;0.094;106.852;6.285;2.394;125.096;56.816;EL75448D
1; _1685-2565;142.86;51.001;1011513.0;8.781;22.627;0.092;95.297;5.606;2.087;142.86;51.001;EL75448V
1; _1468-2651;121.256;55.994;1081545.0;9.769;22.627;0.09;108.288;6.37;2.335;121.256;55.994;EL75449D
1; _1678-2660;139.687;49.943;1135400.0;8.501;32.0;0.089;95.389;5.611;2.048;139.687;49.943;EL75449V
1; _1482-2445;115.23;66.051;1301348.0;11.201;32.0;0.091;123.648;7.273;2.685;115.23;66.051;EL75450D
1; _1559-2637;131.03;59.366;1298851.0;9.82;22.627;0.089;110.428;6.496;2.316;131.03;59.366;EL75450V
1; _1556-2587;114.755;66.17;1330520.0;11.144;32.0;0.09;123.458;7.262;2.714;114.755;66.17;EL75451D
1; _1377-2731;132.107;58.315;1340720.0;9.523;32.0;0.088;108.118;6.36;2.326;132.107;58.315;EL75451V
1; _1754-2553;119.653;58.06;974560.0;10.751;22.627;0.098;109.877;6.463;2.616;119.653;58.06;EL75452D
1; _1562-2353;36.836;43.457;2180319.0;11.283;181.019;0.089;127.302;7.488;2.807;36.836;43.457;EL75500D
1; _1725-2253;51.156;37.22;2152340.0;10.251;181.019;0.087;117.179;6.893;2.259;51.156;37.22;EL75500V
1; _1782-2174;45.85;40.915;1816712.0;10.359;90.51;0.085;121.504;7.147;2.582;45.85;40.915;EL75501D
1; _1718-2119;66.353;32.773;1775110.0;9.0;181.019;0.084;107.661;6.333;1.91;66.353;32.773;EL75501V
1; _1585-2305;39.898;44.097;2311328.0;11.418;90.51;0.091;125.223;7.366;2.847;39.898;44.097;EL75502D
1; _1779-2304;56.165;39.98;2302000.0;9.512;90.51;0.081;117.48;6.911;2.205;56.165;39.98;EL75502V
1; _1673-2279;71.002;35.701;2288880.0;8.592;181.019;0.08;107.12;6.301;1.82;71.002;35.701;EL75503D
1; _1678-2378;85.033;42.86;2329788.0;8.462;181.019;0.077;110.138;6.479;1.756;85.033;42.86;EL75503V
1; _1442-2488;67.593;44.605;3314593.0;9.543;256.0;0.083;114.295;6.723;2.037;67.593;44.605;EL75504D
1; _1415-2499;81.06;46.814;3335121.0;8.502;256.0;0.076;111.915;6.583;1.702;81.06;46.814;EL75504V
1; _1245-2412;67.432;43.507;2922587.0;9.864;256.0;0.087;113.325;6.666;1.971;67.432;43.507;EL75505D
1; _1253-2464;84.18;51.739;2912541.0;9.318;256.0;0.081;115.168;6.775;1.822;84.18;51.739;EL75505V
1; _1086-2253;76.604;43.504;2440731.0;9.114;181.019;0.081;112.275;6.604;1.882;76.604;43.504;EL75506D
1; _1225-2241;91.833;44.637;2426103.0;8.393;181.019;0.077;108.575;6.387;1.664;91.833;44.637;EL75506V
1; _1429-2369;54.131;28.558;3367189.0;10.087;256.0;0.094;107.599;6.329;2.408;54.131;28.558;EL75507D
1; _1304-2465;69.098;39.064;3339266.0;9.848;256.0;0.09;109.63;6.449;1.971;69.098;39.064;EL75507V
1; _1642-2310;35.12;24.882;1967298.0;10.883;181.019;0.095;114.872;6.757;2.363;35.12;24.882;EL75508D
1; _1634-2185;53.396;33.582;1925812.0;10.235;181.019;0.092;111.559;6.562;1.91;53.396;33.582;EL75508V
1; _1560-2258;36.248;27.547;2266470.0;11.348;181.019;0.097;117.247;6.897;2.478;36.248;27.547;EL75509D
1; _1485-2306;51.855;37.44;2277343.0;10.681;181.019;0.092;116.193;6.835;2.012;51.855;37.44;EL75509V
1; _1773-2186;72.635;38.916;2539074.0;9.193;256.0;0.084;109.86;6.462;1.849;72.635;38.916;EL75510D
1; _1681-2375;83.617;38.736;2549118.0;8.593;256.0;0.081;106.239;6.249;1.718;83.617;38.736;EL75510V
1; _1477-2329;42.408;25.953;3180550.0;10.624;256.0;0.095;111.456;6.556;2.491;42.408;25.953;EL75511D
1; _1375-2363;64.094;39.815;3193732.0;9.901;256.0;0.088;111.929;6.584;1.971;64.094;39.815;EL75511V
1; _1424-2431;50.174;23.629;3398859.0;9.879;256.0;0.093;106.492;6.264;2.232;50.174;23.629;EL75512D
1; _1335-2434;65.14;37.431;3334040.0;9.978;256.0;0.092;109.025;6.413;2.092;65.14;37.431;EL75512V
1; _1390-2450;75.812;38.482;3311647.0;9.353;256.0;0.088;106.28;6.252;2.06;75.812;38.482;EL75513D
1; _1409-2509;84.863;44.656;3365344.0;9.576;256.0;0.09;106.564;6.268;2.046;84.863;44.656;EL75513V
1; _1608-2108;62.542;34.782;2079518.0;9.62;181.019;0.088;108.973;6.41;1.851;62.542;34.782;EL75514D
1; _1674-2311;75.425;43.4;2073024.0;9.665;181.019;0.088;109.677;6.452;1.746;75.425;43.4;EL75514V
1; _1515-2442;62.884;37.855;3114174.0;9.922;181.019;0.088;112.167;6.598;2.054;62.884;37.855;EL75515D
1; _1461-2444;77.901;47.728;3143444.0;9.969;181.019;0.088;113.789;6.693;1.954;77.901;47.728;EL75515V
1; _1357-2225;92.101;42.4;3008669.0;9.354;181.019;0.091;102.768;6.045;1.891;92.101;42.4;EL75516D
1; _1456-2283;99.905;50.31;3009008.0;9.716;181.019;0.092;105.771;6.222;1.889;99.905;50.31;EL75516V
1; _1430-2544;76.327;40.653;4275616.0;9.705;256.0;0.092;105.898;6.229;1.912;76.327;40.653;EL75517D
